ID	DOCULECT	CONCEPT	CONCEPTICON_ID	VALUE	SEGMENTS	STRUCTURE	PARTIAL_IDS	ALIGNMENT	PROSTRING
1514	Eryuan	money	1559	tse²¹	ts e ²¹	i n t	1113	ts e - ²¹	i n c t
1515	Heqing	money	1559	tɕʰẽ³⁵	tɕʰ ẽ ∼ ³⁵	i n c t	1113	tɕʰ ẽ ∼ ³⁵	i n c t
1516	Lanping	money	1559	tse⁴²	ts e ⁴²	i n t	1113	ts e - ⁴²	i n c t
1517	Qiliqiao	money	1559	tɕʰe⁵⁵	tɕʰ e ⁵⁵	i n t	1113	tɕʰ e - ⁵⁵	i n c t
1518	Yunlong	money	1559	tse²¹	ts e ²¹	i n t	1113	ts e - ²¹	i n c t
1519	Xiangyun	money	1559	tɕʰĩ⁵⁵	tɕʰ ĩ ∼ ⁵⁵	i n c t	1113	tɕʰ ĩ ∼ ⁵⁵	i n c t
1520	Luobenzhuo	money	1559	ɲi³¹	ɲ i ³¹	i n t	1114	ɲ i ³¹	i n t
1521	Zhoucheng	money	1559	tse⁵⁵	ts e ⁵⁵	i n t	1113	ts e - ⁵⁵	i n c t
4069	Jianchuan	monkey	1350	ɣou²¹sũã⁵⁵	ɣ o u ²¹ + s u ã ∼ ⁵⁵	i n c t + i m n c t	272 273	ɣ o u ²¹ + s u ã ∼ ⁵⁵	i n c t + i m n c t
4070	Eryuan	monkey	1350	u²¹sua³⁵	u ²¹ + s u a ³⁵	n t + i m n t	272 273	- u - ²¹ + s u a - ³⁵	i n c t + i m n c t
4071	Heqing	monkey	1350	u²¹sũã³⁵	u ²¹ + s u ã ∼ ³⁵	n t + i m n c t	272 273	- u - ²¹ + s u ã ∼ ³⁵	i n c t + i m n c t
4072	Lanping	monkey	1350	ɔ̃²¹sũã⁴⁴	ɔ̃ ∼ ²¹ + s u ã ∼ ⁴⁴	n c t + i m n c t	272 273	- ɔ̃ ∼ ²¹ + s u ã ∼ ⁴⁴	i n c t + i m n c t
4073	Qiliqiao	monkey	1350	o⁴²ʃua³⁵	o ⁴² + ʃ u a ³⁵	n t + i m n t	272 273	- o - ⁴² + ʃ u a - ³⁵	i n c t + i m n c t
4074	Yunlong	monkey	1350	wu²¹sua³⁵/sɿ⁵⁵	w u ²¹ + s u a ³⁵ + s ɿ ⁵⁵	i n t + i m n t + i n t	272 273 1630	w u - ²¹ + s u a - ³⁵ + s ɿ ⁵⁵	i n c t + i m n c t + i n t
4075	Xiangyun	monkey	1350	a⁵⁵sũã³⁵	a ⁵⁵ + s u ã ∼ ³⁵	n t + i m n c t	272 273	- a - ⁵⁵ + s u ã ∼ ³⁵	i n c t + i m n c t
4076	Luobenzhuo	monkey	1350	õ³¹sõ⁵⁵	õ ∼ ³¹ + s õ ∼ ⁵⁵	n c t + i n c t	272 273	- õ ∼ ³¹ + s - õ ∼ ⁵⁵	i n c t + i m n c t
4077	Zhoucheng	monkey	1350	ɔ²¹sa³⁵	ɔ ²¹ + s a ³⁵	n t + i n t	272 273	- ɔ - ²¹ + s - a - ³⁵	i n c t + i m n c t
2404	Jianchuan	month	1370	wã⁴⁴	w ã ∼ ⁴⁴	i n c t	274	w - ã ∼ ⁴⁴	i m n c t
2405	Eryuan	month	1370	ŋua⁴⁴	ŋ u a ⁴⁴	i m n t	274	ŋ u a - ⁴⁴	i m n c t
2406	Heqing	month	1370	wã⁴⁴	w ã ∼ ⁴⁴	i n c t	274	w - ã ∼ ⁴⁴	i m n c t
2407	Lanping	month	1370	wã⁴⁴	w ã ∼ ⁴⁴	i n c t	274	w - ã ∼ ⁴⁴	i m n c t
2408	Qiliqiao	month	1370	wa⁴⁴	w a ⁴⁴	i n t	274	w - a - ⁴⁴	i m n c t
2409	Yunlong	month	1370	ŋua⁴⁴	ŋ u a ⁴⁴	i m n t	274	ŋ u a - ⁴⁴	i m n c t
2410	Xiangyun	month	1370	wã⁴⁴	w ã ∼ ⁴⁴	i n c t	274	w - ã ∼ ⁴⁴	i m n c t
2411	Luobenzhuo	month	1370	ŋua⁴⁴	ŋ u a ⁴⁴	i m n t	274	ŋ u a - ⁴⁴	i m n c t
2412	Zhoucheng	month	1370	wa⁴⁴	w a ⁴⁴	i n t	274	w - a - ⁴⁴	i m n c t
1999	Jianchuan	moon	1313	mi⁵⁵wã⁴⁴	m i ⁵⁵ + w ã ∼ ⁴⁴	i n t + i n c t	275 276	m i - ⁵⁵ + w - ã ∼ ⁴⁴	i n c t + i m n c t
2000	Eryuan	moon	1313	mi⁵⁵ŋua⁴⁴	m i ⁵⁵ + ŋ u a ⁴⁴	i n t + i m n t	275 276	m i - ⁵⁵ + ŋ u a - ⁴⁴	i n c t + i m n c t
2001	Heqing	moon	1313	mi³⁵wã⁴⁴	m i ³⁵ + w ã ∼ ⁴⁴	i n t + i n c t	275 276	m i - ³⁵ + w - ã ∼ ⁴⁴	i n c t + i m n c t
2002	Lanping	moon	1313	mĩ⁵⁵wã⁴⁴pʰĩ³¹	m ĩ ∼ ⁵⁵ + w ã ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i n c t + i n c t	275 276 277	m ĩ ∼ ⁵⁵ + w - ã ∼ ⁴⁴ + pʰ ĩ ∼ ³¹	i n c t + i m n c t + i n c t
2003	Qiliqiao	moon	1313	mi⁵⁵wa⁴⁴	m i ⁵⁵ + w a ⁴⁴	i n t + i n t	275 276	m i - ⁵⁵ + w - a - ⁴⁴	i n c t + i m n c t
2004	Yunlong	moon	1313	mi⁵⁵ŋua⁴⁴	m i ⁵⁵ + ŋ u a ⁴⁴	i n t + i m n t	275 276	m i - ⁵⁵ + ŋ u a - ⁴⁴	i n c t + i m n c t
2005	Xiangyun	moon	1313	mi³⁵wã⁴⁴	m i ³⁵ + w ã ∼ ⁴⁴	i n t + i n c t	275 276	m i - ³⁵ + w - ã ∼ ⁴⁴	i n c t + i m n c t
2006	Luobenzhuo	moon	1313	ɲo³³ɴɔ³¹	ɲ o ³³ + ɴ ɔ ³¹	i n t + i n t	276 278	ɲ - o - ³³ + ɴ ɔ ³¹	i m n c t + i n t
2007	Zhoucheng	moon	1313	mi³⁵wa⁴⁴	m i ³⁵ + w a ⁴⁴	i n t + i n t	275 276	m i - ³⁵ + w - a - ⁴⁴	i n c t + i m n c t
3304	Jianchuan	morning	1339	kʰɛ⁵⁵tɛ²¹	kʰ ɛ ⁵⁵ + t ɛ ²¹	i n t + i n t	634 635	kʰ ɛ ⁵⁵ + t - ɛ ²¹	i n t + i m n t
3305	Eryuan	morning	1339	kʲʰɛ⁵⁵tɯ²¹	kʲʰ ɛ ⁵⁵ + t ɯ ²¹	i n t + i n t	634 635	kʲʰ ɛ ⁵⁵ + t - ɯ ²¹	i n t + i m n t
3306	Heqing	morning	1339	kʰɛ⁵⁵tsɿ⁵⁵tɯ²¹	kʰ ɛ ⁵⁵ + ts ɿ ⁵⁵ + t ɯ ²¹	i n t + i n t + i n t	634 636 635	kʰ ɛ ⁵⁵ + ts ɿ ⁵⁵ + t - ɯ ²¹	i n t + i n t + i m n t
3307	Lanping	morning	1339	kʰɯ⁵⁵(tsɿ⁴⁴)tiɯ³¹	kʰ ɯ ⁵⁵ + ts ɿ ⁴⁴ + t i ɯ ³¹	i n t + i n t + i m n t	634 636 635	kʰ ɯ ⁵⁵ + ts ɿ ⁴⁴ + t i ɯ ³¹	i n t + i n t + i m n t
3308	Qiliqiao	morning	1339	tsʰɛ³³kʰɯ³³	tsʰ ɛ ³³ + kʰ ɯ ³³	i n t + i n t	637 634	tsʰ ɛ ³³ + kʰ ɯ ³³	i n t + i n t
3309	Yunlong	morning	1339	kʰɛ⁵⁵tsɿ³³tɯ²¹	kʰ ɛ ⁵⁵ + ts ɿ ³³ + t ɯ ²¹	i n t + i n t + i n t	634 636 635	kʰ ɛ ⁵⁵ + ts ɿ ³³ + t - ɯ ²¹	i n t + i n t + i m n t
3310	Xiangyun	morning	1339	zu³³kʰɯ³³	z u ³³ + kʰ ɯ ³³	i n t + i n t	638 634	z u ³³ + kʰ ɯ ³³	i n t + i n t
3311	Luobenzhuo	morning	1339	mu³¹pa⁴²tsɯ³¹tsɯ³¹	m u ³¹ + p a ⁴² + ts ɯ ³¹ + ts ɯ ³¹	i n t + i n t + i n t + i n t	639 640 636 636	m u ³¹ + p a ⁴² + ts ɯ ³¹ + 0	i n t + i n t + i n t + 0
3312	Zhoucheng	morning	1339	tsʰɛ³³kʰɯ⁵⁵	tsʰ ɛ ³³ + kʰ ɯ ⁵⁵	i n t + i n t	1327 634	tsʰ ɛ ³³ + kʰ ɯ ⁵⁵	i n t + i n t
4312	Jianchuan	mosquito	1509	mo⁴⁴tsɿ³³	m o ⁴⁴ + ts ɿ ³³	i n t + i n t	279 280	m o - ⁴⁴ + ts ɿ ³³	i n c t + i n t
4313	Eryuan	mosquito	1509	mɔ⁴⁴tsɿ³³	m ɔ ⁴⁴ + ts ɿ ³³	i n t + i n t	279 280	m ɔ - ⁴⁴ + ts ɿ ³³	i n c t + i n t
4314	Heqing	mosquito	1509	mɔu⁴⁴tsɿ³³	m ɔ u ⁴⁴ + ts ɿ ³³	i n c t + i n t	279 280	m ɔ u ⁴⁴ + ts ɿ ³³	i n c t + i n t
4315	Lanping	mosquito	1509	mɯ̃⁵⁵tsɿ⁴⁴	m ɯ̃ ∼ ⁵⁵ + ts ɿ ⁴⁴	i n c t + i n t	279 280	m ɯ̃ ∼ ⁵⁵ + ts ɿ ⁴⁴	i n c t + i n t
4316	Qiliqiao	mosquito	1509	mɯ⁴⁴tsɿ³³	m ɯ ⁴⁴ + ts ɿ ³³	i n t + i n t	279 280	m ɯ - ⁴⁴ + ts ɿ ³³	i n c t + i n t
4317	Yunlong	mosquito	1509	mɯ⁴⁴tsɿ³³	m ɯ ⁴⁴ + ts ɿ ³³	i n t + i n t	279 280	m ɯ - ⁴⁴ + ts ɿ ³³	i n c t + i n t
4318	Xiangyun	mosquito	1509	mɔ⁴⁴tsɿ³³	m ɔ ⁴⁴ + ts ɿ ³³	i n t + i n t	279 280	m ɔ - ⁴⁴ + ts ɿ ³³	i n c t + i n t
4319	Luobenzhuo	mosquito	1509	mo⁵⁵tɕi⁴⁴	m o ⁵⁵ + tɕ i ⁴⁴	i n t + i n t	279 280	m o - ⁵⁵ + tɕ i ⁴⁴	i n c t + i n t
4320	Zhoucheng	mosquito	1509	mɯ⁴⁴tsɿ³³	m ɯ ⁴⁴ + ts ɿ ³³	i n t + i n t	279 280	m ɯ - ⁴⁴ + ts ɿ ³³	i n c t + i n t
640	Jianchuan	mother	1216	a³¹mo³³	a ³¹ + m o ³³	n t + i n t	281 282	a ³¹ + m o - ³³	n t + i n c t
641	Eryuan	mother	1216	a⁵⁵mɔ³³	a ⁵⁵ + m ɔ ³³	n t + i n t	281 282	a ⁵⁵ + m ɔ - ³³	n t + i n c t
642	Heqing	mother	1216	mɔu³³	m ɔ u ³³	i n c t	282	m ɔ u ³³	i n c t
643	Lanping	mother	1216	a⁴⁴mɔ̃³³	a ⁴⁴ + m ɔ̃ ∼ ³³	n t + i n c t	281 282	a ⁴⁴ + m ɔ̃ ∼ ³³	n t + i n c t
644	Qiliqiao	mother	1216	a³¹mɔ³³	a ³¹ + m ɔ ³³	n t + i n t	281 282	a ³¹ + m ɔ - ³³	n t + i n c t
645	Yunlong	mother	1216	a⁵⁵mɔ³³	a ⁵⁵ + m ɔ ³³	n t + i n t	281 282	a ⁵⁵ + m ɔ - ³³	n t + i n c t
646	Xiangyun	mother	1216	a³¹mɔ³³	a ³¹ + m ɔ ³³	n t + i n t	281 282	a ³¹ + m ɔ - ³³	n t + i n c t
647	Luobenzhuo	mother	1216	a⁵⁵mɔ³³	a ⁵⁵ + m ɔ ³³	n t + i n t	281 282	a ⁵⁵ + m ɔ - ³³	n t + i n c t
648	Zhoucheng	mother	1216	a³³mɔ³³	a ³³ + m ɔ ³³	n t + i n t	281 282	a ³³ + m ɔ - ³³	n t + i n c t
1207	Jianchuan	mountain	639	sɤ⁴²	s ɤ ⁴²	i n t	283	s - ɤ - ⁴²	i m n c t
1208	Eryuan	mountain	639	ʂɤ⁴²	ʂ ɤ ⁴²	i n t	283	ʂ - ɤ - ⁴²	i m n c t
1209	Heqing	mountain	639	suɔ⁴²	s u ɔ ⁴²	i m n t	283	s u ɔ - ⁴²	i m n c t
1210	Lanping	mountain	639	su³¹	s u ³¹	i n t	283	s - u - ³¹	i m n c t
1211	Qiliqiao	mountain	639	sɤ³²	s ɤ ³²	i n t	283	s - ɤ - ³²	i m n c t
1212	Yunlong	mountain	639	ʃɤ⁴²	ʃ ɤ ⁴²	i n t	283	ʃ - ɤ - ⁴²	i m n c t
1213	Xiangyun	mountain	639	ɕɛ̃⁴²	ɕ ɛ̃ ∼ ⁴²	i n c t	283	ɕ - ɛ̃ ∼ ⁴²	i m n c t
1214	Luobenzhuo	mountain	639	ʂɛ̃⁵⁵	ʂ ɛ̃ ∼ ⁵⁵	i n c t	283	ʂ - ɛ̃ ∼ ⁵⁵	i m n c t
1215	Zhoucheng	mountain	639	sɤ³²	s ɤ ³²	i n t	283	s - ɤ - ³²	i m n c t
4087	Jianchuan	mouse	1491	sɤ³³	s ɤ ³³	i n t	284	s - ɤ ³³	i m n t
4088	Eryuan	mouse	1491	ʂɤ³³	ʂ ɤ ³³	i n t	284	ʂ - ɤ ³³	i m n t
4089	Heqing	mouse	1491	suɔ³³	s u ɔ ³³	i m n t	284	s u ɔ ³³	i m n t
4090	Lanping	mouse	1491	su³³	s u ³³	i n t	284	s - u ³³	i m n t
4091	Qiliqiao	mouse	1491	sɤ³³	s ɤ ³³	i n t	284	s - ɤ ³³	i m n t
4092	Yunlong	mouse	1491	ʃɤ³³	ʃ ɤ ³³	i n t	284	ʃ - ɤ ³³	i m n t
4093	Xiangyun	mouse	1491	ɕɛ⁴⁴	ɕ ɛ ⁴⁴	i n t	284	ɕ - ɛ ⁴⁴	i m n t
4094	Luobenzhuo	mouse	1491	wu⁴⁴ʂu³³	w u ⁴⁴ + ʂ u ³³	i n t + i n t	285 284	w u ⁴⁴ + ʂ - u ³³	i n t + i m n t
4095	Zhoucheng	mouse	1491	sɤ³²	s ɤ ³²	i n t	284	s - ɤ ³²	i m n t
316	Jianchuan	mouth	674	tɕy³³kɛ⁵⁵	tɕ y ³³ + k ɛ ⁵⁵	i n t + i n t	824 825	tɕ y ³³ + k - ɛ ⁵⁵	i n t + i m n t
317	Eryuan	mouth	674	tɕy³³ka³⁵tɯ²¹	tɕ y ³³ + k a ³⁵ + t ɯ ²¹	i n t + i n t + i n t	824 825 826	tɕ y ³³ + k - a ³⁵ + t ɯ ²¹	i n t + i m n t + i n t
318	Heqing	mouth	674	tsʰue³³kʰɔ̃⁴⁴	tsʰ u e ³³ + kʰ ɔ̃ ∼ ⁴⁴	i m n t + i n c t	827 828	tsʰ u e ³³ + kʰ ɔ̃ ∼ ⁴⁴	i m n t + i n c t
319	Lanping	mouth	674	tɕy³³kuɛ⁵⁵kʰu³¹	tɕ y ³³ + k u ɛ ⁵⁵ + kʰ u ³¹	i n t + i m n t + i n t	824 825 829	tɕ y ³³ + k u ɛ ⁵⁵ + kʰ u ³¹	i n t + i m n t + i n t
320	Qiliqiao	mouth	674	tɕy³³	tɕ y ³³	i n t	824	tɕ y ³³	i n t
321	Yunlong	mouth	674	ʥy³³kɛ³³	ʥ y ³³ + k ɛ ³³	i n t + i n t	824 825	ʥ y ³³ + k - ɛ ³³	i n t + i m n t
322	Xiangyun	mouth	674	y³³	y ³³	n t	830	y ³³	n t
323	Luobenzhuo	mouth	674	tɕo⁴⁴qo⁴⁴	tɕ o ⁴⁴ + q o ⁴⁴	i n t + i n t	824 825	tɕ o ⁴⁴ + q - o ⁴⁴	i n t + i m n t
324	Zhoucheng	mouth	674	tɕy³³kua³⁵	tɕ y ³³ + k u a ³⁵	i n t + i m n t	824 825	tɕ y ³³ + k u a ³⁵	i n t + i m n t
2980	Jianchuan	much,many	1198	tɕi⁵⁵	tɕ i ⁵⁵	i n t	269	tɕ i ⁵⁵	i n t
2981	Eryuan	much,many	1198	tɕi³⁵	tɕ i ³⁵	i n t	269	tɕ i ³⁵	i n t
2982	Heqing	much,many	1198	tɕi⁵⁵	tɕ i ⁵⁵	i n t	269	tɕ i ⁵⁵	i n t
2983	Lanping	much,many	1198	tɕi⁵⁵	tɕ i ⁵⁵	i n t	269	tɕ i ⁵⁵	i n t
2984	Qiliqiao	much,many	1198	tɕi³⁵	tɕ i ³⁵	i n t	269	tɕ i ³⁵	i n t
2985	Yunlong	much,many	1198	tɕi³⁵	tɕ i ³⁵	i n t	269	tɕ i ³⁵	i n t
2986	Xiangyun	much,many	1198	tɕi³⁵	tɕ i ³⁵	i n t	269	tɕ i ³⁵	i n t
2987	Luobenzhuo	much,many	1198	ti⁵⁵	t i ⁵⁵	i n t	269	t i ⁵⁵	i n t
2988	Zhoucheng	much,many	1198	mɛ³⁵/tɕi⁵⁵	m ɛ ³⁵	i n t	1600	m ɛ ³⁵	i n t
145	Jianchuan	mushroom	641	sɛ̃³³	s ɛ̃ ∼ ³³	i n c t	286	s ɛ̃ ∼ ³³	i n c t
146	Eryuan	mushroom	641	ʂɛ³³	ʂ ɛ ³³	i n t	286	ʂ ɛ - ³³	i n c t
147	Heqing	mushroom	641	sʰɿ³³	sʰ ɿ ³³	i n t	286	sʰ ɿ - ³³	i n c t
148	Lanping	mushroom	641	sɛ̃³³	s ɛ̃ ∼ ³³	i n c t	286	s ɛ̃ ∼ ³³	i n c t
149	Qiliqiao	mushroom	641	sɛ³³	s ɛ ³³	i n t	286	s ɛ - ³³	i n c t
150	Yunlong	mushroom	641	sɛ³³	s ɛ ³³	i n t	286	s ɛ - ³³	i n c t
151	Xiangyun	mushroom	641	sɛ̃³³	s ɛ̃ ∼ ³³	i n c t	286	s ɛ̃ ∼ ³³	i n c t
152	Luobenzhuo	mushroom	641	ʂɛ̃³³	ʂ ɛ̃ ∼ ³³	i n c t	286	ʂ ɛ̃ ∼ ³³	i n c t
153	Zhoucheng	mushroom	641	sɛ²¹	s ɛ ²¹	i n t	286	s ɛ - ²¹	i n c t
2593	Jianchuan	must	971	tɯ⁴⁴	t ɯ ⁴⁴	i n t	1278	t ɯ - ⁴⁴	i n c t
2594	Eryuan	must	971	tɯ⁴⁴	t ɯ ⁴⁴	i n t	1278	t ɯ - ⁴⁴	i n c t
2595	Heqing	must	971	tɯ⁴⁴	t ɯ ⁴⁴	i n t	1278	t ɯ - ⁴⁴	i n c t
2596	Lanping	must	971	tɯ⁴⁴	t ɯ ⁴⁴	i n t	1278	t ɯ - ⁴⁴	i n c t
2597	Qiliqiao	must	971	tɯ⁴⁴	t ɯ ⁴⁴	i n t	1278	t ɯ - ⁴⁴	i n c t
2598	Yunlong	must	971	tɯ⁴⁴	t ɯ ⁴⁴	i n t	1278	t ɯ - ⁴⁴	i n c t
2599	Xiangyun	must	971	tou⁴⁴	t o u ⁴⁴	i n c t	1278	t o u ⁴⁴	i n c t
2600	Luobenzhuo	must	971	tɯ⁵⁵	t ɯ ⁵⁵	i n t	1278	t ɯ - ⁵⁵	i n c t
2601	Zhoucheng	must	971	tɯ⁴⁴	t ɯ ⁴⁴	i n t	1278	t ɯ - ⁴⁴	i n c t
3817	Jianchuan	my	2090	ɣõ⁵⁵	ɣ õ ∼ ⁵⁵	i n c t	1451	ɣ õ ∼ ⁵⁵	i n c t
3818	Eryuan	my	2090	ŋɯ⁵⁵	ŋ ɯ ⁵⁵	i n t	1451	ŋ ɯ - ⁵⁵	i n c t
3819	Heqing	my	2090	ŋɯ⁵⁵	ŋ ɯ ⁵⁵	i n t	1451	ŋ ɯ - ⁵⁵	i n c t
3820	Lanping	my	2090	ŋɯ⁵⁵xao³¹	ŋ ɯ ⁵⁵ + x a o ³¹	i n t + i n c t	1451 1452	ŋ ɯ - ⁵⁵ + x a o ³¹	i n c t + i n c t
3821	Qiliqiao	my	2090	ŋɯ⁵⁵	ŋ ɯ ⁵⁵	i n t	1451	ŋ ɯ - ⁵⁵	i n c t
3822	Yunlong	my	2090	ŋɯ⁵⁵	ŋ ɯ ⁵⁵	i n t	1451	ŋ ɯ - ⁵⁵	i n c t
3823	Xiangyun	my	2090	ŋɯ⁵⁵	ŋ ɯ ⁵⁵	i n t	1451	ŋ ɯ - ⁵⁵	i n c t
3824	Luobenzhuo	my	2090	ɴɔ⁵⁵mɤ⁵⁵	ɴ ɔ ⁵⁵ + m ɤ ⁵⁵	i n t + i n t	1451 1453	ɴ ɔ - ⁵⁵ + m ɤ ⁵⁵	i n c t + i n t
3825	Zhoucheng	my	2090	ŋɯ⁵⁵	ŋ ɯ ⁵⁵	i n t	1451	ŋ ɯ - ⁵⁵	i n c t
1432	Jianchuan	name	1405	miɛ⁵⁵	m i ɛ ⁵⁵	i m n t	287	m i ɛ - ⁵⁵	i m n c t
1433	Eryuan	name	1405	miɛ³⁵	m i ɛ ³⁵	i m n t	287	m i ɛ - ³⁵	i m n c t
1434	Heqing	name	1405	miɛ³⁵	m i ɛ ³⁵	i m n t	287	m i ɛ - ³⁵	i m n c t
1435	Lanping	name	1405	miɛ⁵⁵	m i ɛ ⁵⁵	i m n t	287	m i ɛ - ⁵⁵	i m n c t
1436	Qiliqiao	name	1405	miɛ³⁵	m i ɛ ³⁵	i m n t	287	m i ɛ - ³⁵	i m n c t
1437	Yunlong	name	1405	miɛ³⁵	m i ɛ ³⁵	i m n t	287	m i ɛ - ³⁵	i m n c t
1438	Xiangyun	name	1405	miɛ³⁵	m i ɛ ³⁵	i m n t	287	m i ɛ - ³⁵	i m n c t
1439	Luobenzhuo	name	1405	ɲõ⁵⁵	ɲ õ ∼ ⁵⁵	i n c t	287	ɲ - õ ∼ ⁵⁵	i m n c t
1440	Zhoucheng	name	1405	miɛ³⁵	m i ɛ ³⁵	i m n t	287	m i ɛ - ³⁵	i m n c t
415	Jianchuan	navel	1838	jõ²¹fɤ⁴⁴te⁴⁴	j õ ∼ ²¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n c t + i n t + i n t	847 848 849	j õ ∼ ²¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n c t + i n t + i n t
416	Eryuan	navel	1838	zɿ⁴²ŋɤ³³te⁴⁴	z ɿ ⁴² + ŋ ɤ ³³ + t e ⁴⁴	i n t + i n t + i n t	851 850 849	z ɿ ⁴² + ŋ - ɤ ³³ + t e ⁴⁴	i n t + i m n t + i n t
417	Heqing	navel	1838	jɔ̃²¹fɤ⁴⁴te⁴⁴	j ɔ̃ ∼ ²¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n c t + i n t + i n t	847 848 849	j ɔ̃ ∼ ²¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n c t + i n t + i n t
418	Lanping	navel	1838	ʐɛ³¹fo⁴²te⁴⁴	ʐ ɛ ³¹ + f o ⁴² + t e ⁴⁴	i n t + i n t + i n t	851 848 849	ʐ ɛ ³¹ + f o ⁴² + t e ⁴⁴	i n t + i n t + i n t
419	Qiliqiao	navel	1838	sɿ³¹fɤ⁴⁴te⁴⁴	s ɿ ³¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n t + i n t + i n t	851 848 849	s ɿ ³¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n t + i n t + i n t
420	Yunlong	navel	1838	tu⁴⁴tɕʰi⁴²ŋue³³	t u ⁴⁴ + tɕʰ i ⁴² + ŋ u e ³³	i n t + i n t + i m n t	852 853 850	t u ⁴⁴ + tɕʰ i ⁴² + ŋ u e ³³	i n t + i n t + i m n t
421	Xiangyun	navel	1838	jã²¹fɤ⁴⁴te⁴⁴	j ã ∼ ²¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n c t + i n t + i n t	847 848 849	j ã ∼ ²¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n c t + i n t + i n t
422	Luobenzhuo	navel	1838	ʐa⁴²fʊ⁵⁵tɛʔ⁵⁵	ʐ a ⁴² + f ʊ ⁵⁵ + t ɛ ʔ ⁵⁵	i n t + i n t + i n C t	851 848 849	ʐ a ⁴² + f ʊ ⁵⁵ + t ɛ ⁵⁵	i n t + i n t + i n t
423	Zhoucheng	navel	1838	jo³¹fɤ⁴⁴te⁴⁴	j o ³¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n t + i n t + i n t	847 848 849	j o - ³¹ + f ɤ ⁴⁴ + t e ⁴⁴	i n c t + i n t + i n t
2971	Jianchuan	near	1942	tɕĩ³³	tɕ ĩ ∼ ³³	i n c t	288	tɕ - ĩ ∼ ³³	i m n c t
2972	Eryuan	near	1942	tɕi³³	tɕ i ³³	i n t	288	tɕ - i - ³³	i m n c t
2973	Heqing	near	1942	tɕĩ³³	tɕ ĩ ∼ ³³	i n c t	288	tɕ - ĩ ∼ ³³	i m n c t
2974	Lanping	near	1942	tɕĩ⁴⁴	tɕ ĩ ∼ ⁴⁴	i n c t	288	tɕ - ĩ ∼ ⁴⁴	i m n c t
2975	Qiliqiao	near	1942	tɕiɛ³³	tɕ i ɛ ³³	i m n t	288	tɕ i ɛ - ³³	i m n c t
2976	Yunlong	near	1942	tɕi³³	tɕ i ³³	i n t	288	tɕ - i - ³³	i m n c t
2977	Xiangyun	near	1942	jĩ³³	j ĩ ∼ ³³	i n c t	289	j ĩ ∼ ³³	i n c t
2978	Luobenzhuo	near	1942	tsʰuɔ⁵⁵	tsʰ u ɔ ⁵⁵	i m n t	288	tsʰ u ɔ - ⁵⁵	i m n c t
2979	Zhoucheng	near	1942	tɕiɛ³³	tɕ i ɛ ³³	i m n t	288	tɕ i ɛ - ³³	i m n c t
352	Jianchuan	neck	1333	kɤ⁴²mi⁴²tsɤ⁴⁴	k ɤ ⁴² + m i ⁴² + ts ɤ ⁴⁴	i n t + i n t + i n t	834 835 836	k ɤ - ⁴² + m i ⁴² + ts ɤ ⁴⁴	i n c t + i n t + i n t
353	Eryuan	neck	1333	ɕɛ³³kʲɛ³⁵	ɕ ɛ ³³ + kʲ ɛ ³⁵	i n t + i n t	837 838	ɕ ɛ ³³ + kʲ ɛ ³⁵	i n t + i n t
354	Heqing	neck	1333	miɛ⁴²tʰɔ̃⁵⁵tsuɔ⁴⁴	m i ɛ ⁴² + tʰ ɔ̃ ∼ ⁵⁵ + ts u ɔ ⁴⁴	i m n t + i n c t + i m n t	839 840 841	m i ɛ ⁴² + tʰ ɔ̃ ∼ ⁵⁵ + ts u ɔ ⁴⁴	i m n t + i n c t + i m n t
355	Lanping	neck	1333	kɔ³³mi³³tsa⁴⁴	k ɔ ³³ + m i ³³ + ts a ⁴⁴	i n t + i n t + i n t	834 835 836	k ɔ - ³³ + m i ³³ + ts a ⁴⁴	i n c t + i n t + i n t
356	Qiliqiao	neck	1333	pɔ³⁵tsɿ³³ku⁴⁴	p ɔ ³⁵ + ts ɿ ³³ + k u ⁴⁴	i n t + i n t + i n t	842 843 834	p ɔ ³⁵ + ts ɿ ³³ + k u - ⁴⁴	i n t + i n t + i n c t
357	Yunlong	neck	1333	kao⁴²te³³	k a o ⁴² + t e ³³	i n c t + i n t	834 844	k a o ⁴² + t e ³³	i n c t + i n t
358	Xiangyun	neck	1333	ku²¹lu⁵⁵mi⁴²tɕɿ³³	k u ²¹ + l u ⁵⁵ + m i ⁴² + tɕ ɿ ³³	i n t + i n t + i n t + i n t	834 845 835 846	k u - ²¹ + l u ⁵⁵ + m i ⁴² + tɕ ɿ ³³	i n c t + i n t + i n t + i n t
359	Luobenzhuo	neck	1333	qo⁴⁴ʈɛ⁵⁵	q o ⁴⁴ + ʈ ɛ ⁵⁵	i n t + i n t	834 844	q o - ⁴⁴ + ʈ ɛ ⁵⁵	i n c t + i n t
